tag,conteudo,saida
VARA,"['novo': 0.0, 'varar': 0.0, 'igreja': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'gomar': 0.0, 'joaquim': 0.0, 'intimacao': 0.0, 'advogar': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'junqueiro': 0.0]",0
VARA,"['major': 0.0, 'varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'izidoro': 0.0]",0
VARA,"['major': 0.0, 'izidoro': 0.0, 'varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'editar': 0.0]",0
VARA,"['varar': 0.0, 'maragogi': 0.0, 'juizo': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'direito': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'maravilhar': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'marechal': 0.0, 'advogar': 0.0, 'juventude': 0.0, 'intimacao': 0.0, 'infancia': 0.0, 'criminal': 0.0, 'civel': 0.0, 'deodoro': 0.0]",0
VARA,"['varar': 0.0, 'marechal': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'criminal': 0.0, 'civel': 0.0, 'deodoro': 0.0]",0
VARA,"['maribondo': 0.0, 'varar': 0.0, 'juizo': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'direito': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'grande': 0.0, 'intimacao': 0.0, 'matar': 0.0]",0
VARA,"['varar': 0.0, 'murici': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'olhar': 0.0, 'intimacao': 0.0, 'dagua': 0.0, 'florir': 0.0]",0
VARA,"['dagua': 0.0, 'varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'olhar': 0.0, 'editar': 0.0, 'florir': 0.0]",0
VARA,"['indios': 0.0, 'varar': 0.0, 'advogar': 0.0, 'palmeiro': 0.0, 'intimacao': 0.0, 'infancia': 0.0]",0
VARA,"['indios': 0.0, 'varar': 0.0, 'advogar': 0.0, 'palmeiro': 0.0, 'intimacao': 0.0, 'civel': 0.0]",0
VARA,"['indios': 0.0, 'varar': 0.0, 'advogar': 0.0, 'palmeiro': 0.0, 'intimacao': 0.0, 'civel': 0.0]",0
VARA,"['indios': 0.0, 'varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'palmeiro': 0.0, 'editar': 0.0, 'civel': 0.0]",0
VARA,"['indios': 0.0, 'varar': 0.0, 'advogar': 0.0, 'palmeiro': 0.0, 'intimacao': 0.0, 'criminal': 0.0]",0
VARA,"['varar': 0.0, 'acucar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'pao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'paripueira': 0.0, 'intimacao': 0.0]",0
VARA,"['camaragibe': 0.0, 'varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'passar': 0.0]",0
VARA,"['varar': 0.0, 'advogar': 0.0, 'juventude': 0.0, 'intimacao': 0.0, 'infancia': 0.0, 'penedo': 0.0, 'civel': 0.0]",0
VARA,"['intimacao': 0.0, 'varar': 0.0, 'penedo': 0.0, 'civel': 0.0, 'advogar': 0.0]",0
VARA,"['criminal': 0.0, 'varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'penedo': 0.0, 'editar': 0.0]",0
VARA,"['varar': 0.0, 'piacabucu': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'pilar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'pilar': 0.0, 'juizo': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'direito': 0.0, 'editar': 0.0]",0
VARA,"['varar': 0.0, 'juizo': 0.0, 'unico': 0.0, 'piranha': 0.0, 'advogar': 0.0, 'direito': 0.0, 'oficiar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'juizo': 0.0, 'unico': 0.0, 'piranha': 0.0, 'direito': 0.0, 'oficiar': 0.0, 'editar': 0.0]",0
VARA,"['varar': 0.0, 'calvar': 0.0, 'portar': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['real': 0.0, 'varar': 0.0, 'portar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'colegio': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'quebrangulo': 0.0]",0
VARA,"['varar': 0.0, 'largar': 0.0, 'rir': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'civel': 0.0]",0
VARA,"['varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'largar': 0.0, 'rir': 0.0, 'editar': 0.0, 'civel': 0.0]",0
VARA,"['varar': 0.0, 'largar': 0.0, 'rir': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'criminal': 0.0]",0
VARA,"['jose': 0.0, 'sao': 0.0, 'varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'lage': 0.0]",0
VARA,"['tapera': 0.0, 'sao': 0.0, 'varar': 0.0, 'juizo': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'direito': 0.0, 'jose': 0.0, 'intimacao': 0.0]",0
VARA,"['quitunde': 0.0, 'unica': 0.0, 'sao': 0.0, 'varar': 0.0, 'advogar': 0.0, 'luiz': 0.0, 'intimacao': 0.0]",0
VARA,"['sao': 0.0, 'varar': 0.0, 'campo': 0.0, 'advogar': 0.0, 'miguel': 0.0, 'juventude': 0.0, 'intimacao': 0.0, 'infancia': 0.0, 'civel': 0.0]",0
VARA,"['sao': 0.0, 'varar': 0.0, 'cartorarios': 0.0, 'titulos': 0.0, 'execucoes': 0.0, 'campo': 0.0, 'miguel': 0.0, 'atos': 0.0, 'editar': 0.0, 'extrajudicial': 0.0]",0
VARA,"['sao': 0.0, 'varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'sebastiao': 0.0]",0
VARA,"['luzir': 0.0, 'varar': 0.0, 'norte': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'santo': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'juizo': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'teotonio': 0.0, 'direito': 0.0, 'intimacao': 0.0, 'vilela': 0.0, 'advogar': 0.0]",0
VARA,"['varar': 0.0, 'traipu': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0]",0
VARA,"['varar': 0.0, 'cartorarios': 0.0, 'atos': 0.0, 'palmar': 0.0, 'editar': 0.0, 'uniao': 0.0, 'civel': 0.0]",0
VARA,"['varar': 0.0, 'palmar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'criminal': 0.0, 'uniao': 0.0]",0
VARA,"['varar': 0.0, 'unico': 0.0, 'oficiar': 0.0, 'advogar': 0.0, 'intimacao': 0.0, 'vicosa': 0.0]",0
